GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,선산휴게소 양평방향,3.0
남,20.0,6,2,1,7,6,3,3,3,1,1.0,3,방화수류정,3.0
여,20.0,1,5,1,3,2,2,6,1,1,1.0,6,한방전주콩나물국밥,5.0
남,40.0,4,2,2,4,4,5,2,5,1,0.0,4,센트럴시티터미널(호남),4.0
남,20.0,2,2,2,5,6,6,7,6,1,3.0,6,아리아호텔,4.0
여,20.0,6,2,1,1,7,2,2,6,7,1.0,6,서울역,5.0
여,40.0,5,1,3,2,2,6,4,5,3,3.0,8,신세계프리미엄아울렛 여주,4.0
남,40.0,4,2,1,2,4,4,1,3,8,5.0,3,천안아산역,5.0
여,20.0,4,4,1,1,4,7,7,7,9,2.0,9,이태원거리,4.0
남,60.0,1,4,4,3,1,2,7,3,2,3.0,3,창덕궁,5.0
여,40.0,4,2,3,4,2,1,2,1,8,1.0,3,광교산제빵소,4.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,펀시티,5.0
여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,진천종합터미널,5.0
여,30.0,4,3,3,4,2,3,5,7,1,1.0,9,번패티번,5.0
여,20.0,6,2,4,3,3,4,1,6,1,0.0,7,할리스 충정래미안점,4.0
여,20.0,3,3,4,2,3,6,3,6,3,3.0,2,화담숲,5.0
남,30.0,5,2,2,5,6,4,6,3,1,1.0,1,김포국제공항 국내선,4.0
남,20.0,1,6,1,5,5,1,1,6,9,5.0,22,마루산 독채펜션,4.0
남,40.0,1,1,7,3,2,6,2,7,3,3.0,22,엔틸로프,5.0
남,20.0,6,1,3,4,1,5,7,6,3,1.0,22,카페 만경,5.0
남,30.0,2,6,5,6,2,3,2,2,1,1.0,22,커피나인,4.0
남,20.0,1,2,1,4,3,2,6,3,3,1.0,5,오팔당,5.0
여,30.0,1,1,1,1,1,1,1,4,2,1.0,21,수의원 분당점,5.0
남,20.0,7,2,1,6,6,2,1,5,1,0.0,28,옛날순두부집,5.0
남,50.0,2,2,5,4,2,2,6,3,1,2.0,25,오산천,5.0
남,30.0,3,2,3,3,2,6,2,3,2,2.0,23,토속촌삼계탕,4.0
남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,AK& 홍대,5.0
여,20.0,5,2,4,3,5,3,3,7,1,0.0,1,현대카드 쿠킹라이브러리,4.0
남,20.0,5,5,5,3,1,5,4,5,2,1.0,1,미사경정공원,4.0
남,40.0,2,4,2,5,2,3,2,2,7,1.0,1,삼동소바,5.0
여,30.0,1,6,1,4,4,2,5,5,7,5.0,2,헤이리농원,5.0
여,30.0,4,1,1,1,4,6,2,7,1,1.0,1,뚜레쥬르 제일제당센터점,5.0
여,20.0,6,4,1,5,5,5,6,7,3,2.0,6,이촌역 경의중앙선,5.0
여,20.0,4,1,1,2,2,6,7,7,2,0.0,6,프레퍼스다이어트푸드 교대점,4.0
여,50.0,4,2,4,1,2,6,5,3,2,1.0,3,웨스틴조선 서울지점,5.0
여,30.0,4,2,6,1,4,6,1,5,1,1.0,6,선창수산,5.0
남,30.0,4,3,4,1,1,5,7,3,3,1.0,3,서울뷰티위크,5.0
남,30.0,4,2,5,2,6,6,6,6,2,1.0,21,원조최미자소머리국밥 본관,4.0
여,40.0,2,2,6,2,4,6,3,4,2,2.0,23,쉐라톤그랜드 인천호텔,4.0
남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,버거킹 정읍중앙점,5.0
남,20.0,3,4,2,5,3,3,3,3,2,0.0,3,경기대학교 서울캠퍼스,4.0
남,20.0,5,1,2,4,5,4,2,3,7,1.0,24,스타필드 하남,4.0
여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,인터컨티넨탈서울코엑스 브래서리,5.0
남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,경기도어린이박물관,5.0
남,60.0,2,1,1,2,3,1,1,6,3,1.0,3,한양도성박물관,5.0
여,40.0,4,1,2,2,3,3,1,6,3,2.0,8,보물나라캠프,5.0
여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,딥,3.0
남,50.0,6,5,3,3,5,5,2,6,3,2.0,6,물레,5.0
남,40.0,1,1,4,2,2,4,4,6,3,1.0,1,에버랜드,4.0
여,50.0,1,1,1,3,2,7,2,7,2,3.0,3,군위휴게소,5.0
남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,덕수궁,5.0
여,20.0,2,1,3,2,2,5,5,1,1,1.0,1,김포한강야생조류생태공원,4.0
남,40.0,1,1,1,5,5,1,2,7,3,1.0,3,화성행궁,3.0
남,30.0,5,2,2,5,6,4,6,3,1,1.0,1,청계천,5.0
여,30.0,2,3,1,6,6,4,2,4,2,0.0,25,배곧생명공원,5.0
여,60.0,3,4,5,2,2,5,6,6,8,0.0,22,신포국제시장,4.0
남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,홍대 ak위드뮤m,5.0
여,30.0,1,1,1,2,1,7,7,7,3,2.0,21,스타필드시티위례,4.0
여,20.0,2,1,6,1,1,7,5,7,5,0.0,6,웻커피 한남,5.0
남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,바이올린모텔,2.0
여,20.0,2,1,1,3,3,5,5,5,1,2.0,2,벽초지수목원,5.0
여,40.0,3,4,2,4,6,5,6,3,3,3.0,2,국립중앙박물관,4.0
여,20.0,4,2,3,2,3,2,5,4,3,1.0,1,파리바게뜨 광교중흥점,5.0
남,30.0,2,2,2,4,5,4,3,3,2,1.0,2,보광사,3.0
남,20.0,7,1,7,2,1,2,1,3,1,0.0,23,롯데월드 어드벤처,5.0
여,20.0,1,7,5,3,3,2,3,4,1,1.0,3,스쿠퍼젤라또,5.0
여,30.0,4,1,2,4,6,2,3,7,1,2.0,23,스탠포드호텔 서울,5.0
여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,자라섬,4.0
여,40.0,2,4,4,4,7,4,4,7,4,0.0,3,광화문광장,5.0
여,40.0,6,3,3,4,5,5,2,6,8,5.0,3,신덕고개,4.0
여,30.0,4,2,6,2,2,2,5,2,3,1.0,2,교복몰 용인점,4.0
여,30.0,1,1,1,1,1,1,1,7,3,2.0,23,롯데백화점 본점,5.0
여,20.0,4,3,5,3,1,3,3,2,3,1.0,23,수원화성,4.0
여,30.0,2,2,2,2,2,2,5,7,2,0.0,21,아이스타일,3.0
남,30.0,2,2,4,4,2,4,5,4,3,3.0,3,수원화성미디어아트쇼,4.0
여,30.0,4,3,5,3,2,4,5,3,10,3.0,1,수원천,3.0
남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,롯데월드,5.0
남,30.0,1,1,7,4,1,4,4,1,1,0.0,3,팔달문시장,4.0
여,40.0,3,2,2,4,3,4,3,6,3,3.0,21,빵명장 본사직영점,5.0
남,30.0,2,1,4,3,2,4,6,6,3,1.0,21,청초수물회섭국 백운호수점,5.0
남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,수원통닭거리,5.0
남,40.0,1,1,1,3,7,2,2,5,1,3.0,23,킨텍스 제2전시장,5.0
남,60.0,1,1,1,1,1,1,1,7,2,4.0,9,용봉산,5.0
남,30.0,1,1,2,2,1,1,4,2,1,0.0,6,구름산추어탕,5.0
남,40.0,3,3,3,5,3,3,3,2,3,3.0,3,강경해물칼국수,2.0
남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,스타벅스 송파KT점,3.0
여,30.0,3,2,4,2,2,4,2,6,1,1.0,21,비둘기낭폭포,5.0
여,30.0,2,2,5,3,2,1,2,6,2,0.0,21,두물머리,5.0
남,20.0,1,1,2,3,2,2,2,3,8,0.0,3,요미우돈교자,2.0
여,30.0,2,4,3,5,3,4,5,3,2,1.0,3,유일설렁탕 일산점,5.0
남,60.0,3,4,3,6,3,4,4,4,1,1.0,28,가능솔밭숯불갈비,4.0
남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,삼청동수제비,4.0
남,30.0,2,1,3,5,3,6,2,3,1,1.0,5,물향기수목원,5.0
여,30.0,4,3,4,1,2,3,6,5,10,0.0,1,에버랜드 차이나문,5.0
남,40.0,2,1,4,4,4,3,2,2,8,3.0,3,남산골산채집,5.0
남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,수서역,5.0
남,30.0,6,2,2,6,2,6,7,2,1,0.0,3,신동궁 감자탕뼈숯불구이,5.0
여,20.0,7,1,1,1,1,7,7,7,1,1.0,23,이비스앰배서더 서울명동,5.0
남,30.0,3,5,1,6,2,2,6,7,4,0.0,22,운현궁,5.0
남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,타임테라스 A블럭,5.0
여,40.0,5,1,7,1,1,1,1,5,2,0.0,25,스테이지28 웁시데이지,5.0
남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,바이올린모텔,1.0
남,30.0,7,1,1,1,7,7,2,4,1,0.0,2,코엑스 아쿠아리움,4.0
여,20.0,4,2,2,6,5,5,2,6,3,5.0,2,대전역,4.0
남,30.0,1,1,2,3,2,2,2,2,7,0.0,1,송내역 1호선,4.0
여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,테라로사 사천점,4.0
남,20.0,6,1,3,4,1,5,7,6,3,1.0,22,갈매울감자탕,4.0
여,30.0,4,2,2,4,5,5,4,5,8,3.0,2,문경휴게소 양평방향,5.0
여,40.0,2,1,2,4,5,6,2,6,1,1.0,2,일산칼국수 서오릉점,4.0
여,30.0,1,1,1,1,1,1,7,1,2,0.0,23,선바위역 4호선,3.0
여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,코지블루,5.0
남,20.0,4,2,2,3,4,3,4,4,1,0.0,4,퍼센트아라비카,4.0
여,30.0,1,1,1,4,3,4,4,5,3,3.0,7,백석역 3호선,4.0
여,20.0,4,3,3,4,5,5,7,3,1,0.0,6,국립민속박물관,5.0
여,20.0,2,2,1,2,6,2,6,2,1,1.0,2,에버랜드 판다월드,5.0
여,20.0,7,2,3,2,2,6,2,5,2,3.0,4,DMZ 장단콩두부마을,4.0
여,30.0,4,2,2,2,4,5,2,4,3,1.0,1,평택역,4.0
남,30.0,1,1,1,1,3,5,5,2,6,0.0,12,땡쓰오트 안국,5.0
남,30.0,2,2,2,3,3,3,4,3,3,2.0,27,마장호수출렁다리,4.0
여,20.0,3,2,3,4,6,5,5,5,1,0.0,6,잠실종합운동장 올림픽주경기장,5.0
여,30.0,2,4,3,4,2,3,3,6,1,1.0,1,신세계프리미엄아울렛 여주,4.0
여,30.0,4,5,2,4,5,6,5,6,1,1.0,2,펜타커피랩,5.0
남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,먼치스앤구디스,4.0
남,20.0,4,1,1,2,1,1,7,4,1,1.0,6,인천 개항장문화재야행,4.0
남,40.0,1,1,1,4,3,2,1,7,10,0.0,1,신라아이파크면세점,3.0
여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,석촌호수 서호,5.0
남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,용암천,4.0
여,20.0,2,2,4,1,1,1,4,6,10,1.0,7,용산역,5.0
여,40.0,6,2,3,3,6,6,4,7,2,2.0,23,소래포구,2.0
남,40.0,2,1,4,4,4,3,2,2,8,3.0,3,청진옥,4.0
여,30.0,3,1,4,1,4,6,5,7,3,3.0,22,카펜트리,5.0
여,60.0,4,4,4,4,4,4,4,4,1,0.0,1,현대프리미엄아울렛 스페이스원,4.0
여,20.0,4,1,1,5,4,5,7,6,1,1.0,1,만원수산,2.0
남,20.0,1,2,3,6,3,5,1,7,4,0.0,8,평택소풍정원 캠핑장,5.0
여,20.0,1,1,1,5,5,7,1,7,2,2.0,3,맥도날드 수원화성DT점,5.0
여,30.0,4,1,1,1,6,4,1,4,3,3.0,5,삼대냉면,5.0
여,40.0,1,4,6,3,1,4,4,1,2,0.0,2,국립수목원 열대식물자원연구센터,5.0
여,20.0,6,2,4,6,3,2,7,5,7,0.0,6,석촌호수 동호,4.0
남,20.0,6,2,3,5,6,6,2,5,3,1.0,3,포탈,5.0
여,20.0,3,2,4,5,3,3,2,5,1,1.0,3,수원화성 화홍문,3.0
여,20.0,3,3,2,3,6,3,6,6,3,1.0,6,월곶역 수인분당선,3.0
여,30.0,1,1,3,4,4,2,3,3,7,0.0,5,춘천시외버스터미널,4.0
여,20.0,2,1,3,3,5,5,2,3,7,0.0,3,육회자매집 본점1호점,4.0
남,30.0,3,1,2,2,6,6,2,6,3,1.0,26,김해국제공항,5.0
남,40.0,3,1,2,3,7,4,2,7,2,1.0,3,가평잣고을시장,5.0
여,20.0,2,1,2,2,4,2,2,6,3,1.0,2,카페디,4.0
여,40.0,1,7,5,5,1,5,1,7,6,0.0,5,동탄호수공원,5.0
남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,런던베이글뮤지엄 안국점,4.0
여,20.0,4,2,2,3,6,6,3,5,3,1.0,4,두메막국수,5.0
여,20.0,7,2,2,1,4,5,3,5,3,1.0,2,코트야드 바이메리어트 서울 판교,4.0
여,30.0,4,1,3,3,5,5,5,6,2,1.0,4,제시,4.0
여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,서울고속버스터미널(경부),4.0
남,20.0,2,2,3,2,3,3,6,5,3,1.0,2,스테이25호텔,4.0
남,20.0,3,2,1,6,6,1,7,6,9,3.0,6,수원화성,5.0
남,40.0,6,2,4,2,2,4,5,4,2,1.0,23,퍼틴 판교점,5.0
남,20.0,5,2,4,6,7,4,3,2,3,1.0,6,뚝섬유원지역 7호선,4.0
남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,교다이야,4.0
남,20.0,7,7,1,1,3,1,7,7,1,0.0,22,투썸플레이스 미사호수공원점,4.0
여,50.0,2,2,1,4,2,5,2,7,2,2.0,2,예루살렘셀프주유소,4.0
남,20.0,2,1,1,5,6,6,2,3,1,0.0,28,용문사,4.0
여,20.0,4,5,3,7,5,6,7,3,2,0.0,1,무릉,5.0
남,50.0,2,2,6,2,2,6,2,7,10,7.0,21,코스트코 일산점,3.0
남,40.0,4,3,3,4,4,4,3,5,7,0.0,4,월미문화관,4.0
여,20.0,5,1,2,3,5,6,6,5,1,1.0,3,김포국제공항 국내선,4.0
남,30.0,3,1,1,4,3,4,1,5,8,0.0,3,옛날돈까스 2호점,4.0
여,20.0,3,2,2,4,5,3,6,5,9,2.0,1,뉴서울호텔,3.0
여,30.0,4,2,2,4,5,5,4,5,8,3.0,2,폴바셋 롯데잠실점,5.0
남,30.0,2,1,2,1,6,1,7,4,5,1.0,21,자라섬,5.0
여,40.0,2,4,2,5,5,4,3,7,1,0.0,3,모모야 동대문DDP점,3.0
여,30.0,2,2,1,6,7,1,2,3,7,0.0,2,스타벅스 발산역,4.0
여,40.0,2,3,2,3,3,5,6,5,2,1.0,22,하남돼지집 송도센트럴파크점,5.0
남,40.0,3,3,4,5,2,3,5,1,3,3.0,22,고양이카페38.5,1.0
남,40.0,2,2,2,2,2,5,5,6,2,0.0,1,일산호수공원,5.0
남,30.0,7,2,7,1,1,5,1,2,7,0.0,6,부락산,5.0
여,30.0,5,4,3,3,4,3,2,5,1,0.0,6,롯데월드 어드벤처,4.0
남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,우육면관 광화문점,4.0
남,20.0,7,2,2,3,4,6,2,4,1,1.0,28,용두삼겹살쭈꾸미,3.0
여,20.0,5,6,1,1,1,5,1,1,6,1.0,1,국립현대미술관 서울관,5.0
여,30.0,7,4,1,1,2,7,2,7,1,0.0,10,서울 선릉과 정릉,5.0
여,20.0,2,1,2,1,2,2,6,7,3,3.0,8,솔잎향캠핑파크,5.0
남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,호텔도노,3.0
남,40.0,1,1,1,3,7,2,2,5,1,3.0,23,소노캄고양 웨스트타워,3.0
남,40.0,6,5,6,5,6,4,3,3,1,0.0,13,청계천,4.0
여,20.0,2,7,6,1,2,6,2,6,6,1.0,2,상동호수공원,5.0
여,30.0,4,1,4,4,1,4,7,4,7,1.0,2,명동거리,3.0
여,40.0,2,2,6,4,2,2,6,3,4,0.0,9,나혜석거리,4.0
남,30.0,4,3,2,2,2,4,2,5,1,0.0,4,3노트커피,3.0
여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,한성백제박물관,4.0
여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,은평한옥마을,5.0
여,30.0,3,2,2,3,3,4,5,4,3,2.0,2,갱고개,4.0
여,30.0,5,3,2,5,6,6,2,2,7,1.0,9,용산역,5.0
남,30.0,4,2,2,4,4,6,1,6,2,1.0,3,춘천식당,3.0
여,20.0,3,3,2,4,6,5,6,5,8,1.0,6,태극당,4.0
남,30.0,1,4,2,6,5,5,5,3,9,2.0,2,호텔썬스테이,5.0
남,20.0,2,2,2,1,2,1,7,1,1,0.0,23,JW메리어트호텔서울 플레이버즈,5.0
여,20.0,2,3,2,5,6,3,2,7,7,0.0,3,대한불교조계종 신륵사,4.0
남,30.0,4,3,1,2,4,6,2,5,2,1.0,9,호텔 베르누이 서울,4.0
남,40.0,2,6,2,1,2,2,4,3,6,3.0,5,소피아그린cc 그늘집,4.0
여,20.0,5,2,3,1,5,4,1,6,2,0.0,21,지수화풍,5.0
여,20.0,2,3,2,6,4,6,5,5,3,1.0,4,피더블유에이,5.0
여,50.0,1,1,1,1,1,4,1,6,1,3.0,24,장터집,5.0
여,20.0,3,2,3,2,4,3,6,5,9,1.0,24,롯데몰송도캐슬파크오피스텔,3.0
여,50.0,6,2,4,2,6,4,2,6,7,0.0,1,남대문시장,4.0
남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,현대프리미엄아울렛 송도점,4.0
남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,김포국제공항 국내선,4.0
남,40.0,2,2,3,1,2,6,2,6,1,0.0,21,센트럴파크 한의원,5.0
남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,로뎀식당,4.0
여,40.0,6,7,4,2,4,2,6,2,6,2.0,5,신세계프리미엄아울렛 여주,5.0
여,30.0,2,3,1,5,2,2,6,2,1,1.0,28,로제펜션,5.0
남,30.0,2,4,2,4,2,1,4,3,1,1.0,8,서울대공원 캠핑장,5.0
여,50.0,2,6,2,4,4,4,6,3,1,2.0,3,경복궁,5.0
여,30.0,2,1,3,2,4,1,2,6,3,1.0,8,무지개서는마을,4.0
남,40.0,6,4,5,2,2,6,3,4,1,3.0,23,소피텔 앰배서더 서울,5.0
여,20.0,4,1,1,1,5,3,4,3,2,1.0,9,현대백화점유플렉스 신촌점,5.0
여,40.0,7,3,2,1,1,2,1,7,2,1.0,22,광명역,5.0
남,40.0,4,1,2,1,3,4,2,2,8,1.0,3,수원시립미술관,5.0
여,40.0,1,1,1,7,4,4,4,4,1,2.0,8,포세이돈,5.0
여,30.0,2,2,2,2,6,6,2,2,9,1.0,9,연인산도립공원,5.0
남,60.0,2,1,1,2,3,1,1,6,3,1.0,3,청계광장,5.0
남,20.0,2,2,3,5,2,5,2,6,7,0.0,6,서축공업기념관,5.0
여,20.0,4,2,1,2,6,6,6,7,3,1.0,22,베드라핀,4.0
여,20.0,3,2,3,3,3,4,4,5,3,1.0,2,일산호수공원,4.0
남,30.0,4,4,2,3,4,4,2,6,1,1.0,1,스타필드 하남,5.0
여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,더블라썸,3.0
여,30.0,4,7,1,3,4,4,3,5,2,0.0,1,다이소 공릉점,3.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,미리내마을  버스정류장,3.0
여,30.0,4,1,4,1,4,6,3,6,2,0.0,3,코트야드 바이 메리어트 수원,5.0
여,30.0,2,7,2,6,1,1,7,1,1,0.0,1,화성시우리꽃식물원,4.0
남,50.0,4,4,5,2,2,3,2,6,1,2.0,1,신세계프리미엄아울렛 여주,5.0
여,30.0,2,1,1,1,1,2,1,6,7,0.0,3,남한산성 행궁,5.0
남,30.0,2,2,2,4,5,4,6,5,8,0.0,4,관동오리진,3.0
남,20.0,2,2,2,5,4,3,6,2,6,1.0,11,리멤버 수원직영점,4.0
여,20.0,2,2,1,5,3,3,2,7,1,0.0,3,광교호수공원,4.0
남,60.0,3,4,3,6,3,4,4,4,1,1.0,28,연천율무축제,3.0
남,30.0,4,5,2,5,3,4,2,7,8,0.0,3,소장군 부평점,3.0
여,20.0,4,3,3,6,5,5,3,3,7,0.0,6,현대백화점 신촌점,5.0
남,30.0,1,1,1,1,6,7,2,7,9,3.0,2,고요재,5.0
여,30.0,4,1,4,4,1,4,7,4,7,1.0,2,삼정호텔,2.0
여,20.0,2,1,1,7,3,4,6,7,1,0.0,3,최웅집,4.0
남,20.0,2,1,3,4,2,3,7,2,3,1.0,1,전통주갤러리,5.0
남,30.0,2,3,3,4,3,5,3,4,2,0.0,3,벌말근린공원,4.0
여,20.0,2,2,2,2,1,3,6,6,5,0.0,1,서울남부터미널,3.0
남,40.0,3,3,2,4,5,5,2,3,8,3.0,3,선산휴게소 양평방향,3.0
남,20.0,4,5,5,6,4,5,5,5,6,3.0,21,롯데프리미엄아울렛 이천점,4.0
여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,고디바 코엑스몰,4.0
여,30.0,2,2,4,3,4,3,5,7,3,1.0,22,강천섬유원지,5.0
여,30.0,4,6,1,4,6,6,6,7,2,0.0,6,마일스톤 커피 한남,5.0
여,30.0,4,3,5,4,3,5,5,5,1,0.0,3,모카,5.0
남,20.0,5,1,4,6,6,2,1,3,1,1.0,3,진미통닭,5.0
여,30.0,3,4,6,5,5,4,6,5,2,0.0,3,종묘,5.0
여,20.0,3,2,2,1,2,5,5,5,1,1.0,2,양주나리농원,5.0
여,30.0,3,4,2,4,6,6,2,3,8,1.0,3,대장장이화덕피자,3.0
남,50.0,3,6,3,3,3,5,3,6,3,1.0,24,지혜의숲,4.0
남,30.0,7,2,4,1,1,2,7,4,3,1.0,1,스파오 롯데마트청량리점,4.0
여,20.0,6,3,5,4,4,5,1,5,2,1.0,4,범계역광장,5.0
여,60.0,4,2,2,1,1,7,6,6,1,0.0,3,런던베이글뮤지엄 안국점,5.0
남,30.0,2,1,1,3,6,2,7,7,2,1.0,10,CU 남이천IC점,4.0
남,30.0,2,2,1,5,6,2,6,2,6,0.0,8,캠핑고래 이천점,5.0
여,30.0,5,3,1,4,5,7,7,7,4,0.0,6,봄날아트홀,5.0
남,30.0,1,1,1,1,3,5,5,2,6,0.0,12,스타벅스 더종로R점,5.0
남,40.0,4,1,1,1,1,5,5,6,3,4.0,8,펜션,5.0
여,30.0,1,1,1,7,4,4,1,5,7,0.0,3,포트링공방,5.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,마이랜드,2.0
남,20.0,5,2,3,2,2,4,4,5,2,1.0,23,레스케이프호텔,4.0
여,30.0,1,1,4,1,4,4,3,5,3,6.0,8,벌말주유소,5.0
남,50.0,2,2,1,4,3,2,4,4,3,1.0,21,산토리니,4.0
여,20.0,4,1,6,2,2,4,6,4,10,1.0,1,소문난성수감자탕 별관,1.0
남,20.0,4,4,4,4,4,4,4,4,2,1.0,9,포천아트밸리,5.0
여,30.0,2,7,1,1,1,7,1,7,1,1.0,3,수원화성 팔달문,4.0
남,30.0,1,1,7,1,4,7,4,7,1,0.0,6,타운 앤 컨트리 햄버거스,5.0
남,20.0,1,1,1,3,2,2,3,4,4,1.0,11,주주팜,5.0
남,30.0,3,2,2,4,3,3,6,4,7,0.0,4,하노이별,4.0
여,20.0,2,1,2,1,3,3,2,5,3,1.0,23,경의선숲길,5.0
남,30.0,3,1,2,2,2,5,2,6,7,0.0,4,교보문고 평촌점,5.0
남,20.0,6,6,3,6,2,5,6,5,2,0.0,3,종묘,5.0
여,30.0,4,5,2,3,4,3,6,3,1,1.0,6,시그니처랩 반포점,2.0
남,20.0,6,1,1,3,6,2,1,3,7,0.0,4,청라호수공원,5.0
여,30.0,4,4,4,3,1,2,4,6,2,1.0,2,북한강,5.0
남,30.0,2,6,1,6,3,2,7,7,1,0.0,6,궁평항,5.0
여,60.0,2,2,2,3,2,2,6,4,3,1.0,3,남한산성,5.0
남,30.0,1,1,1,1,3,5,5,2,6,0.0,12,남산공원 N서울타워,5.0
남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,나주집,5.0
남,30.0,1,2,1,4,7,2,2,6,3,2.0,2,찬미네해물칼국수,4.0
여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,파크하얏트 서울,5.0
남,30.0,4,2,2,3,3,2,5,4,2,0.0,4,문화역서울284,4.0
남,60.0,2,3,6,4,2,6,2,4,1,1.0,5,일호갈비탕,5.0
여,20.0,4,5,4,4,5,4,4,3,1,1.0,4,신촌이대거리,4.0
여,50.0,4,2,2,3,2,6,6,6,1,1.0,6,광교중앙역 신분당선,5.0
여,20.0,2,1,1,2,6,6,2,6,1,0.0,3,수원화성 연무대 관광안내소,4.0
여,40.0,1,3,2,4,1,2,7,5,7,0.0,28,고구려대장간마을 주차장,5.0
여,30.0,3,6,1,1,5,6,2,3,1,0.0,22,운길산역 경의중앙선,5.0
여,40.0,4,3,6,4,3,3,1,3,1,0.0,13,검단산,5.0
여,40.0,6,2,4,1,7,7,7,2,8,0.0,3,북촌한옥마을,3.0
여,30.0,2,2,2,4,3,2,7,5,1,1.0,9,예스파크,5.0
여,30.0,4,3,1,2,4,1,4,5,8,0.0,24,조치원역,4.0
여,20.0,5,1,2,3,5,6,6,5,1,1.0,3,석촌호수 동호,4.0
남,60.0,6,1,4,7,5,6,7,4,5,2.0,2,에쿠스모텔,1.0
여,20.0,4,3,4,3,1,3,6,3,2,0.0,6,부천자연생태공원,5.0
여,20.0,3,1,2,2,4,3,3,7,5,1.0,22,북극해고등어 안성공도점,5.0
남,30.0,2,2,7,1,6,6,6,2,3,2.0,1,현대프리미엄아울렛 김포점,5.0
여,30.0,3,3,2,1,2,3,5,6,2,0.0,1,사당역 2호선,5.0
여,20.0,4,4,4,1,2,2,1,7,2,0.0,23,포항역,5.0
여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,인천 펜타포트락페스티벌,3.0
여,50.0,1,1,1,1,1,4,1,6,1,3.0,24,용문산자연휴양림,3.0
남,20.0,5,5,3,3,6,5,3,6,1,0.0,28,불암산,4.0
남,20.0,5,2,2,4,4,5,5,3,7,6.0,9,송도롯데캐슬아파트,5.0
여,20.0,1,1,1,2,1,3,1,5,1,1.0,9,서울숲,5.0
여,30.0,2,1,3,2,4,5,6,7,1,4.0,6,산정랜드,4.0
여,20.0,4,3,3,4,4,5,5,5,4,0.0,6,더플레어,4.0
여,30.0,3,1,6,2,4,3,6,6,3,1.0,1,29CM SEONGSU,4.0
여,30.0,4,1,3,2,2,4,4,7,3,2.0,2,두타몰,4.0
여,60.0,2,2,2,4,5,2,4,6,1,1.0,21,화적연 플로깅,4.0
여,30.0,2,2,3,3,6,2,2,6,1,0.0,22,효원공원 월화원,3.0
남,20.0,6,3,5,7,6,6,5,5,7,0.0,2,구의역 2호선,4.0
남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,훈춘양꼬치,5.0
여,40.0,4,3,6,3,2,2,7,2,6,0.0,28,남문로데오시장,4.0
여,40.0,2,4,1,4,2,2,3,5,1,0.0,3,동장대 화성어차 연무대 매표소,4.0
여,40.0,1,4,1,1,2,1,6,3,6,1.0,3,코보스호텔,4.0
남,20.0,4,1,1,1,4,2,2,7,7,1.0,22,연천은대리성,5.0
남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,광장김밥,3.0
